Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Since,Region,Acquisition_Channel,Campaign_Name,Impressions,Clicks,Adds_To_Cart,Ad_Spend,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Stock_Level,Reorder_Point,Delivery_Time_Days,Delivery_Status,Return_Flag,Return_Reason,Shipping_Cost,COGS,Profit,Margin %,WeightKg,Country,Adjusted_Delivery_Time_Days
O1001097,18/03/2024,C100741,Returning,06/11/2024,Domestic,Instagram,IG_Mar_AthleteDrop,167,2,1,42.3,Bandages,Elbow Support,1,27.68,27.68,446,90,2,On-time,No,,4.37,9,14.31,0.52,0.25,Germany,1.00
O1001444,09/04/2024,C101394,New,02/09/2024,Domestic,Organic,ORG_Apr_Blog,0,0,0,0,Dip Belt,Weighted Dip Belt,1,49.88,49.88,168,37,1,On-time,No,,4.93,19,25.95,0.52,0.80,Germany,0.50
O1002154,22/05/2024,C101871,New,23/10/2024,EU,TikTok,TT_May_Challenge,56,1,2,14.1,Dip Bars,Steel Dip Bars,2,85.9,171.8,94,27,4,On-time,No,,11.59,96,64.21,0.37,5.00,Netherlands,2.00
O1004509,09/10/2024,C101035,Returning,14/12/2024,EU,Instagram,IG_Oct_Reels,83,1,1,21.15,Parallettes,Steel Parallettes,2,66.4,132.8,20,45,4,On-time,No,,11.16,78,43.64,0.33,3.80,Austria,2.00
O1001188,25/03/2024,C100187,Returning,21/08/2024,Domestic,Google,GG_Mar_Shopping,50,1,1,25.85,Parallettes,Steel Parallettes,2,60.38,120.76,215,45,2,On-time,No,,7.44,78,35.32,0.29,3.80,Germany,1.00
O1005912,24/12/2024,C101294,Returning,15/07/2024,EU,Google,GG_Dec_Shopping,50,1,1,25.85,Workout Accessories,Athlete Backpack,2,36.25,72.5,-2,67,2,On-time,No,,8.88,38,25.62,0.35,0.90,Belgium,1.00
O1002719,21/06/2024,C101101,Returning,15/08/2024,EU,Google,GG_Jun_Brand,50,1,1,25.85,Bandages,Wrist Wraps,1,18.65,18.65,259,90,6,Late,No,,6.26,6,6.39,0.34,0.20,Spain,3.00
O1001031,13/03/2024,C100754,New,25/03/2024,Domestic,Instagram,IG_Mar_AthleteDrop,83,1,2,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,138.67,138.67,152,30,1,On-time,No,,7.57,78,53.1,0.38,7.00,Germany,0.50
O1005733,14/12/2024,C101183,New,28/07/2024,EU,Organic,ORG_Dec_Community,0,0,0,0,Bandages,Wrist Wraps,1,19.84,19.84,-1,90,2,On-time,No,,10.07,6,3.77,0.19,0.20,Netherlands,1.00
O1000301,23/01/2024,C101477,Returning,31/05/2024,EU,TikTok,TT_Jan_Creators,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,3,38.11,114.33,460,75,4,On-time,No,,9.97,39,65.36,0.57,0.90,Sweden,2.00
O1005023,09/11/2024,C100069,New,05/08/2024,Domestic,Instagram,IG_Nov_AthleteDrop,83,1,1,21.15,Workout Accessories,Athlete Backpack,2,38.46,76.92,-2,67,1,On-time,No,,4.4,38,34.52,0.45,0.90,Germany,0.50
O1001473,11/04/2024,C101498,Returning,03/02/2024,Non-EU,Instagram,IG_Apr_Giveaway,83,1,1,21.15,Weight Vests,10kg Weighted Vest,1,133.25,133.25,159,36,4,On-time,No,,20.87,74,38.38,0.29,10.00,Switzerland,2.00
O1000284,22/01/2024,C101051,New,29/03/2024,Non-EU,Google,GG_Jan_Search,50,1,2,25.85,Clothing,Performance T-Shirt,2,42.68,85.36,741,120,6,On-time,No,,11.08,22,52.28,0.61,0.30,UK,3.00
O1002551,12/06/2024,C100412,Returning,20/09/2024,Non-EU,Google,GG_Jun_Search,50,1,1,25.85,Dip Belt,Weighted Dip Belt,1,45.32,45.32,115,37,6,On-time,No,,10.71,19,15.61,0.34,0.80,Australia,3.00
O1002537,12/06/2024,C101737,Returning,24/03/2024,Domestic,Instagram,IG_Jun_Reels,83,1,1,21.15,Workout Accessories,Chalk Block,1,14.35,14.35,208,67,2,On-time,No,,6.74,4,3.61,0.25,0.30,Germany,1.00
O1004941,05/11/2024,C101253,Returning,08/01/2024,EU,TikTok,TT_Nov_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,106.4,106.4,-1,36,2,On-time,No,,15.11,74,17.29,0.16,10.00,Austria,1.00
O1005153,15/11/2024,C100146,Returning,24/08/2024,Domestic,TikTok,TT_Nov_Creators,56,1,1,14.1,Parallettes,Wooden Parallettes,1,55.73,55.73,-1,45,2,On-time,No,,6.71,30,19.02,0.34,2.20,Germany,1.00
O1001814,03/05/2024,C101643,New,17/06/2024,Domestic,Instagram,IG_May_Reels,83,1,1,21.15,Workout Accessories,Chalk Block,1,16.65,16.65,267,67,2,On-time,No,,5.99,4,6.66,0.40,0.30,Germany,1.00
O1004594,14/10/2024,C100225,Returning,11/09/2024,Non-EU,Instagram,IG_Oct_Reels,250,3,2,63.45,Bandages,Wrist Wraps,2,24.99,49.98,32,90,7,On-time,No,,15.12,12,22.86,0.46,0.20,USA,3.50
O1006019,29/12/2024,C101917,Returning,07/08/2024,Domestic,Instagram,IG_Dec_Giveaway,167,2,1,42.3,Clothing,Joggers,1,56.41,56.41,-1,120,1,On-time,No,,6.84,21,28.57,0.51,0.60,Germany,0.50
O1005372,27/11/2024,C100963,Returning,16/08/2024,Domestic,Instagram,IG_Nov_Giveaway,83,1,1,21.15,Weight Vests,20kg Weighted Vest,1,169.33,169.33,-1,36,2,On-time,No,,13.55,98,57.78,0.34,20.00,Germany,1.00
O1004802,27/10/2024,C100290,Returning,14/12/2024,Domestic,Google,GG_Oct_Brand,50,1,1,25.85,Workout Accessories,Athlete Backpack,1,55.45,55.45,5,67,2,On-time,No,,7.03,19,29.42,0.53,0.90,Germany,1.00
O1002192,23/05/2024,C100594,Returning,11/06/2024,Non-EU,Instagram,IG_May_Giveaway,83,1,1,21.15,Pull Up Bars,Doorway Pull-Up Bar,1,79.59,79.59,105,30,8,On-time,No,,13.22,50,16.37,0.21,4.00,Switzerland,4.00
O1002997,07/07/2024,C100471,Returning,16/02/2024,Domestic,Instagram,IG_Jul_AthleteDrop,83,1,1,21.15,Parallettes,Wooden Parallettes,1,46.03,46.03,114,45,2,On-time,No,,7.72,30,8.31,0.18,2.20,Germany,1.00
O1001339,03/04/2024,C101068,Returning,24/05/2024,Non-EU,Google,GG_Apr_Brand,50,1,1,25.85,Clothing,Training Tank,1,27,27,553,120,5,On-time,Yes,Size,15.37,10,1.63,0.06,0.25,Norway,2.50
O1003071,12/07/2024,C100602,New,09/01/2024,EU,Instagram,IG_Jul_AthleteDrop,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,2,118.78,237.56,71,30,2,On-time,No,,12.79,156,68.77,0.29,7.00,Sweden,1.00
O1003067,11/07/2024,C101410,Returning,22/10/2024,EU,Organic,ORG_Jul_Community,0,0,0,0,Clothing,Performance T-Shirt,1,43.11,43.11,293,120,4,On-time,No,,8.13,11,23.98,0.56,0.30,Austria,2.00
O1006026,29/12/2024,C101433,Returning,26/02/2024,EU,Organic,ORG_Dec_Blog,0,0,0,0,Weight Vests,20kg Weighted Vest,3,132.98,398.94,-3,36,2,On-time,No,,20.7,294,84.24,0.21,20.00,Netherlands,1.00
O1003219,20/07/2024,C100349,Returning,09/06/2024,Domestic,Instagram,IG_Jul_Giveaway,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,155.39,155.39,40,18,2,On-time,No,,7.25,93,55.14,0.35,8.00,Germany,1.00
O1005225,19/11/2024,C100551,Returning,11/08/2024,Domestic,Instagram,IG_Nov_Giveaway,250,3,1,63.45,Parallettes,Wooden Parallettes,1,67.03,67.03,-1,45,2,On-time,No,,5.27,30,31.76,0.47,2.20,Germany,1.00
O1004334,30/09/2024,C100808,Returning,12/05/2024,EU,TikTok,TT_Sep_Challenge,111,2,1,28.2,Better Grip,Liquid Chalk,1,17.4,17.4,71,105,6,Late,No,,7.54,4,5.86,0.34,0.35,Spain,3.00
O1002451,07/06/2024,C100346,New,25/04/2024,EU,Instagram,IG_Jun_Reels,83,1,1,21.15,Weight Vests,20kg Weighted Vest,2,131.19,262.38,113,36,3,On-time,No,,18.77,196,47.61,0.18,20.00,Belgium,1.50
O1005526,05/12/2024,C101060,Returning,14/10/2024,EU,TikTok,TT_Dec_Creators,56,1,1,14.1,Weight Vests,20kg Weighted Vest,1,136.17,136.17,-1,36,3,On-time,No,,18.26,98,19.91,0.15,20.00,Belgium,1.50
O1000258,19/01/2024,C101299,Returning,20/01/2024,Domestic,Google,GG_Jan_Brand,50,1,1,25.85,Bandages,Elbow Support,1,20.39,20.39,562,90,2,On-time,No,,6.22,9,5.17,0.25,0.25,Germany,1.00
O1000508,06/02/2024,C101274,Returning,29/04/2024,EU,TikTok,TT_Feb_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,108.44,108.44,210,36,3,On-time,Yes,Other,14.2,74,20.24,0.19,10.00,Austria,1.50
O1005328,24/11/2024,C100418,Returning,14/07/2024,Domestic,Organic,ORG_Nov_Blog,0,0,0,0,Parallettes,Wooden Parallettes,1,74.09,74.09,-1,45,1,On-time,No,,5.55,30,38.54,0.52,2.20,Germany,0.50
O1000100,08/01/2024,C100008,Returning,01/05/2024,Non-EU,Instagram,IG_Jan_Reels,83,1,1,21.15,Bandages,Elbow Support,2,26.35,52.7,583,90,6,On-time,No,,14.92,18,19.78,0.38,0.25,Switzerland,3.00
O1005377,27/11/2024,C101964,Returning,18/08/2024,Non-EU,TikTok,TT_Nov_Creators,56,1,1,14.1,Parallettes,Steel Parallettes,1,76.46,76.46,-1,45,9,Late,No,,19.01,39,18.45,0.24,3.80,Norway,4.50
O1000745,24/02/2024,C101832,New,17/03/2024,Domestic,TikTok,TT_Feb_Challenge,56,1,1,14.1,Clothing,Performance T-Shirt,1,44.44,44.44,655,120,2,On-time,No,,4.69,11,28.75,0.65,0.30,Germany,1.00
O1003530,09/08/2024,C101290,Returning,06/07/2024,EU,Google,GG_Aug_Search,50,1,1,25.85,Parallettes,Steel Parallettes,1,90.91,90.91,81,45,2,On-time,No,,10.64,39,41.27,0.45,3.80,Spain,1.00
O1005615,09/12/2024,C100578,Returning,23/05/2024,EU,Organic,ORG_Dec_Community,0,0,0,0,Equipment Sets,Beginner Home Workout Set,1,123.25,123.25,-1,22,3,On-time,No,,10,81,32.25,0.26,6.00,France,1.50
O1001376,05/04/2024,C100593,New,12/05/2024,Domestic,Instagram,IG_Apr_Giveaway,83,1,1,21.15,Weight Vests,20kg Weighted Vest,1,155.62,155.62,164,36,2,On-time,No,,14.27,98,43.35,0.28,20.00,Germany,1.00
O1003951,07/09/2024,C101430,New,31/10/2024,Domestic,Google,GG_Sep_Shopping,150,3,1,77.55,Weight Vests,20kg Weighted Vest,1,149.95,149.95,42,36,2,On-time,No,,13.3,98,38.65,0.26,20.00,Germany,1.00
O1003904,04/09/2024,C101152,New,13/10/2024,Non-EU,Instagram,IG_Sep_Giveaway,167,2,1,42.3,Pull Up Bars,Doorway Pull-Up Bar,1,74.9,74.9,37,30,10,Late,No,,16.15,50,8.75,0.12,4.00,Norway,5.00
O1003621,15/08/2024,C100504,New,05/12/2024,EU,Instagram,IG_Aug_AthleteDrop,83,1,1,21.15,Clothing,Oversized Hoodie,1,81.16,81.16,201,120,5,On-time,No,,10.31,25,45.85,0.56,0.70,France,2.50
O1002043,16/05/2024,C101683,Returning,06/07/2024,EU,Organic,ORG_May_Blog,0,0,0,0,Resistance Bands,Set of 5 Resistance Bands,1,37.46,37.46,275,75,4,On-time,No,,7.24,13,17.22,0.46,0.90,Sweden,2.00
O1004270,26/09/2024,C101202,New,04/06/2024,EU,Organic,ORG_Sep_Blog,0,0,0,0,Bandages,Elbow Support,1,20.02,20.02,68,90,5,On-time,Yes,Size,9.18,9,1.84,0.09,0.25,Poland,2.50
O1001158,23/03/2024,C100609,Returning,16/06/2024,EU,Instagram,IG_Mar_Reels,83,1,1,21.15,Dip Belt,Weighted Dip Belt,1,47.91,47.91,181,37,2,On-time,No,,9.9,19,19.01,0.40,0.80,Netherlands,1.00
O1001859,06/05/2024,C100670,Returning,14/08/2024,EU,TikTok,TT_May_SparkAds,56,1,1,14.1,Workout Accessories,Chalk Block,1,13.02,13.02,262,67,4,On-time,No,,8.7,4,0.32,0.02,0.30,Sweden,2.00
O1004413,03/10/2024,C100905,Returning,15/01/2024,Non-EU,Google,GG_Oct_Search,50,1,1,25.85,Dip Bars,Steel Dip Bars,1,76.33,76.33,16,27,8,On-time,No,,18.99,48,9.34,0.12,5.00,Switzerland,4.00
O1004877,01/11/2024,C100567,Returning,19/01/2024,Non-EU,TikTok,TT_Nov_SparkAds,56,1,1,14.1,Clothing,Joggers,1,74.76,74.76,-1,120,8,On-time,No,,11.25,21,42.51,0.57,0.60,UK,4.00
O1004960,05/11/2024,C100137,Returning,27/06/2024,EU,Google,GG_Nov_Search,50,1,1,25.85,Clothing,Oversized Hoodie,1,74.92,74.92,-1,120,3,On-time,No,,8.29,25,41.63,0.56,0.70,Austria,1.50
O1001438,09/04/2024,C101625,Returning,18/11/2024,EU,TikTok,TT_Apr_Challenge,111,2,2,28.2,Equipment Sets,Beginner Home Workout Set,2,138.7,277.4,99,22,3,On-time,No,,10.5,162,104.9,0.38,6.00,Italy,1.50
O1005026,09/11/2024,C101194,New,16/07/2024,Non-EU,Instagram,IG_Nov_Reels,83,1,2,21.15,Parallettes,Steel Parallettes,1,82.87,82.87,-1,45,8,On-time,No,,14.32,39,29.55,0.36,3.80,UK,4.00
O1000367,26/01/2024,C100216,New,20/06/2024,EU,Instagram,IG_Jan_AthleteDrop,167,2,2,42.3,Equipment Sets,Beginner Home Workout Set,1,118.42,118.42,137,22,4,On-time,No,,13.54,81,23.88,0.20,6.00,Italy,2.00
O1002064,17/05/2024,C100263,New,02/01/2024,Domestic,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Weight Vests,10kg Weighted Vest,1,123.55,123.55,131,36,2,On-time,No,,10.88,74,38.67,0.31,10.00,Germany,1.00
O1004994,07/11/2024,C100279,Returning,09/06/2024,Domestic,Instagram,IG_Nov_Reels,167,2,1,42.3,Clothing,Oversized Hoodie,1,66.77,66.77,-1,120,3,On-time,No,,5.2,25,36.57,0.55,0.70,Germany,1.50
O1000403,30/01/2024,C101776,Returning,24/01/2024,EU,Instagram,IG_Jan_Reels,167,2,1,42.3,Weight Vests,20kg Weighted Vest,2,155.12,310.24,215,36,3,On-time,Yes,Damaged,21.71,196,92.53,0.30,20.00,France,1.50
O1004693,20/10/2024,C100817,Returning,18/09/2024,Domestic,TikTok,TT_Oct_Creators,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,1,31.98,31.98,18,75,3,On-time,No,,4.69,13,14.29,0.45,0.90,Germany,1.50
O1003671,19/08/2024,C101974,Returning,27/10/2024,EU,Instagram,IG_Aug_Reels,83,1,1,21.15,Parallettes,Wooden Parallettes,1,67.47,67.47,71,45,4,On-time,No,,10.45,30,27.02,0.40,2.20,Netherlands,2.00
O1000950,08/03/2024,C100726,New,11/08/2024,Non-EU,Instagram,IG_Mar_Giveaway,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,1,34.06,34.06,388,75,8,On-time,No,,12.05,13,9.01,0.26,0.90,UK,4.00
O1002844,28/06/2024,C101524,New,19/11/2024,EU,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Clothing,Performance T-Shirt,1,36.54,36.54,327,120,4,On-time,No,,7.47,11,18.07,0.49,0.30,Italy,2.00
O1000020,02/01/2024,C101134,Returning,28/10/2024,Domestic,Google,GG_Jan_Search,100,2,1,51.7,Parallettes,Wooden Parallettes,1,65.32,65.32,298,45,1,On-time,No,,7.38,30,27.94,0.43,2.20,Germany,0.50
O1000230,17/01/2024,C101479,New,06/07/2024,EU,TikTok,TT_Jan_Challenge,56,1,1,14.1,Bandages,Wrist Wraps,1,18.29,18.29,566,90,4,On-time,No,,8.71,6,3.58,0.20,0.20,Austria,2.00
O1004232,24/09/2024,C101244,Returning,14/10/2024,Domestic,Organic,ORG_Sep_Community,0,0,0,0,Weight Vests,20kg Weighted Vest,1,161.14,161.14,29,36,2,On-time,No,,13.97,98,49.17,0.31,20.00,Germany,1.00
O1000669,18/02/2024,C100332,Returning,07/08/2024,Non-EU,Instagram,IG_Feb_Giveaway,167,2,1,42.3,Workout Accessories,Athlete Backpack,1,53.78,53.78,377,67,7,On-time,No,,15.09,19,19.69,0.37,0.90,Australia,3.50
O1000219,16/01/2024,C101836,Returning,12/07/2024,Domestic,Instagram,IG_Jan_Reels,83,1,1,21.15,Clothing,Training Tank,1,36.86,36.86,758,120,1,On-time,No,,5.15,10,21.71,0.59,0.25,Germany,0.50
O1005062,11/11/2024,C100918,Returning,13/01/2024,EU,Instagram,IG_Nov_Giveaway,83,1,2,21.15,Dip Belt,Weighted Dip Belt,1,48.81,48.81,-1,37,2,On-time,No,,6.56,19,23.25,0.48,0.80,Italy,1.00
O1004106,16/09/2024,C100722,Returning,28/04/2024,Non-EU,Google,GG_Sep_Search,50,1,2,25.85,Better Grip,Liquid Chalk,1,19.59,19.59,103,105,7,On-time,No,,15.33,4,0.26,0.01,0.35,Canada,3.50
O1002338,01/06/2024,C100878,New,22/04/2024,Non-EU,Instagram,IG_Jun_AthleteDrop,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,158.93,158.93,59,18,9,Late,No,,17.32,93,48.61,0.31,8.00,USA,4.50
O1002570,13/06/2024,C100335,Returning,06/01/2024,Domestic,Organic,ORG_Jun_Blog,0,0,0,0,Bandages,Elbow Support,2,22.58,45.16,274,90,2,On-time,No,,6.08,18,21.08,0.47,0.25,Germany,1.00
O1004435,04/10/2024,C101091,Returning,17/11/2024,EU,Instagram,IG_Oct_Reels,83,1,1,21.15,Dip Belt,Weighted Dip Belt,1,40.48,40.48,22,37,6,Late,No,,9.71,19,11.77,0.29,0.80,Netherlands,3.00
O1000586,12/02/2024,C101339,Returning,21/11/2024,EU,Google,GG_Feb_Brand,50,1,1,25.85,Workout Accessories,Chalk Block,2,12.7,25.4,385,67,3,On-time,No,,6.68,8,10.72,0.42,0.30,Sweden,1.50
O1003985,09/09/2024,C100654,Returning,26/04/2024,Domestic,TikTok,TT_Sep_Creators,56,1,1,14.1,Bandages,Wrist Wraps,1,17.99,17.99,102,90,1,On-time,No,,5.62,6,6.37,0.35,0.20,Germany,0.50
O1002987,07/07/2024,C100410,New,23/02/2024,Domestic,Instagram,IG_Jul_Giveaway,83,1,1,21.15,Workout Rings,Wooden Gymnastic Rings,1,47.85,47.85,152,60,3,On-time,No,,7.15,16,24.7,0.52,1.10,Germany,1.50
O1005111,13/11/2024,C101498,New,03/02/2024,Domestic,TikTok,TT_Nov_Creators,56,1,1,14.1,Workout Accessories,Athlete Backpack,1,54.77,54.77,-1,67,3,On-time,No,,4.45,19,31.32,0.57,0.90,Germany,1.50
O1003998,09/09/2024,C100151,New,13/01/2024,Domestic,TikTok,TT_Sep_SparkAds,111,2,1,28.2,Workout Rings,Wooden Gymnastic Rings,1,31.45,31.45,68,60,1,On-time,No,,5.61,16,9.84,0.31,1.10,Germany,0.50
O1005550,06/12/2024,C101345,Returning,10/02/2024,Domestic,Instagram,IG_Dec_Giveaway,167,2,2,42.3,Bandages,Wrist Wraps,1,24.15,24.15,-1,90,2,On-time,No,,4.79,6,13.36,0.55,0.20,Germany,1.00
O1003558,10/08/2024,C100000,New,12/04/2024,Domestic,Instagram,IG_Aug_AthleteDrop,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,188.84,188.84,40,22,2,On-time,No,,8.35,107,73.49,0.39,9.00,Germany,1.00
O1004571,12/10/2024,C101713,Returning,11/10/2024,Non-EU,Instagram,IG_Oct_AthleteDrop,83,1,1,21.15,Bandages,Elbow Support,1,20.83,20.83,37,90,5,On-time,No,,9.71,9,2.12,0.10,0.25,Australia,2.50
O1000778,27/02/2024,C100420,Returning,30/12/2024,Non-EU,TikTok,TT_Feb_Creators,56,1,2,14.1,Dip Bars,Steel Dip Bars,2,94.29,188.58,144,27,7,On-time,No,,17.32,96,75.26,0.40,5.00,USA,3.50
O1002367,02/06/2024,C100863,New,16/02/2024,EU,Instagram,IG_Jun_Giveaway,167,2,2,42.3,Dip Belt,Weighted Dip Belt,1,47.67,47.67,123,37,4,On-time,No,,10.35,19,18.32,0.38,0.80,France,2.00
O1001019,12/03/2024,C100954,Returning,15/12/2024,Domestic,Instagram,IG_Mar_Giveaway,83,1,1,21.15,Better Grip,Liquid Chalk,1,16.14,16.14,534,105,1,On-time,No,,4.7,4,7.44,0.46,0.35,Germany,0.50
O1001607,20/04/2024,C100830,Returning,08/01/2024,EU,Instagram,IG_Apr_AthleteDrop,167,2,2,42.3,Better Grip,Liquid Chalk,1,12.72,12.72,445,105,5,On-time,No,,7.34,4,1.38,0.11,0.35,Netherlands,2.50
O1002958,05/07/2024,C100767,New,08/02/2024,Domestic,TikTok,TT_Jul_Challenge,56,1,1,14.1,Bandages,Wrist Wraps,1,18.98,18.98,232,90,1,On-time,No,,4.5,6,8.48,0.45,0.20,Germany,0.50
O1003886,03/09/2024,C100044,Returning,21/01/2024,Domestic,Instagram,IG_Sep_Reels,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,2,49.25,98.5,94,75,3,On-time,No,,6.52,26,65.98,0.67,0.90,Germany,1.50
O1003505,07/08/2024,C101575,Returning,01/03/2024,Domestic,Instagram,IG_Aug_Giveaway,167,2,1,42.3,Workout Accessories,Athlete Backpack,3,37.88,113.64,123,67,2,On-time,Yes,Damaged,6.14,57,50.5,0.44,0.90,Germany,1.00
O1004783,26/10/2024,C100255,Returning,24/10/2024,Domestic,Google,GG_Oct_Shopping,50,1,1,25.85,Resistance Bands,Set of 5 Resistance Bands,1,32.61,32.61,8,75,3,On-time,No,,7.35,13,12.26,0.38,0.90,Germany,1.50
O1004109,16/09/2024,C100847,New,12/11/2024,Domestic,TikTok,TT_Sep_Challenge,56,1,1,14.1,Parallettes,Wooden Parallettes,1,60.1,60.1,44,45,2,On-time,No,,7.14,30,22.96,0.38,2.20,Germany,1.00
O1001492,13/04/2024,C101247,New,10/06/2024,Domestic,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Better Grip,Liquid Chalk,1,19.28,19.28,461,105,3,On-time,No,,5.3,4,9.98,0.52,0.35,Germany,1.50
O1002087,19/05/2024,C100779,Returning,08/11/2024,Domestic,Google,GG_May_Shopping,100,2,1,51.7,Bandages,Elbow Support,1,26.58,26.58,324,90,3,On-time,No,,5.09,9,12.49,0.47,0.25,Germany,1.50
O1002211,24/05/2024,C101182,New,20/10/2024,Domestic,Organic,ORG_May_Blog,0,0,0,0,Workout Accessories,Athlete Backpack,1,46.28,46.28,236,67,3,On-time,No,,6.71,19,20.57,0.44,0.90,Germany,1.50
O1002100,19/05/2024,C100897,Returning,03/01/2024,Domestic,Google,GG_May_Shopping,150,3,1,77.55,Clothing,Joggers,1,66.79,66.79,432,120,2,On-time,No,,7.01,21,38.78,0.58,0.60,Germany,1.00
O1005545,06/12/2024,C101381,New,22/10/2024,EU,TikTok,TT_Dec_SparkAds,56,1,1,14.1,Workout Rings,Wooden Gymnastic Rings,1,37.07,37.07,-1,60,2,On-time,Yes,Damaged,7.46,16,13.61,0.37,1.10,Austria,1.00
O1005304,23/11/2024,C100082,Returning,26/07/2024,Non-EU,Instagram,IG_Nov_Reels,83,1,1,21.15,Clothing,Oversized Hoodie,2,65.39,130.78,-2,120,7,On-time,No,,10.06,50,70.72,0.54,0.70,Australia,3.50
O1003608,14/08/2024,C100985,New,19/11/2024,Domestic,TikTok,TT_Aug_Challenge,56,1,1,14.1,Clothing,Training Tank,1,37.04,37.04,204,120,2,On-time,Yes,Size,5.2,10,21.84,0.59,0.25,Germany,1.00
O1001594,20/04/2024,C101282,Returning,19/09/2024,Domestic,TikTok,TT_Apr_SparkAds,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,138.07,138.07,152,36,2,On-time,Yes,Other,8.4,74,55.67,0.40,10.00,Germany,1.00
O1000518,07/02/2024,C101322,Returning,09/01/2024,Domestic,Instagram,IG_Feb_AthleteDrop,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,1,48.71,48.71,437,75,2,On-time,No,,6.79,13,28.92,0.59,0.90,Germany,1.00
O1000322,24/01/2024,C100563,New,24/03/2024,Non-EU,TikTok,TT_Jan_Challenge,56,1,1,14.1,Equipment Sets,Beginner Home Workout Set,1,147.66,147.66,138,22,6,On-time,No,,17.64,81,49.02,0.33,6.00,UK,3.00
O1003774,26/08/2024,C100269,Returning,09/01/2024,EU,TikTok,TT_Aug_SparkAds,56,1,2,14.1,Clothing,Oversized Hoodie,1,60.41,60.41,173,120,3,On-time,Yes,Other,9.78,25,25.63,0.42,0.70,Spain,1.50
O1002795,25/06/2024,C100594,New,11/06/2024,Domestic,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Clothing,Training Tank,1,27.77,27.77,335,120,1,On-time,No,,6.66,10,11.11,0.40,0.25,Germany,0.50
O1005641,10/12/2024,C101756,New,07/10/2024,EU,TikTok,TT_Dec_Challenge,56,1,1,14.1,Clothing,Training Tank,1,30.7,30.7,-1,120,2,On-time,No,,8.38,10,12.32,0.40,0.25,Spain,1.00
O1005660,11/12/2024,C101836,New,12/07/2024,Domestic,Instagram,IG_Dec_Reels,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,127.79,127.79,-1,30,2,On-time,No,,7.33,78,42.46,0.33,7.00,Germany,1.00
O1000218,16/01/2024,C101427,Returning,01/10/2024,Domestic,Instagram,IG_Jan_Giveaway,83,1,1,21.15,Parallettes,Wooden Parallettes,1,60.37,60.37,284,45,1,On-time,No,,6.66,30,23.71,0.39,2.20,Germany,0.50
O1002782,24/06/2024,C100810,New,17/05/2024,Non-EU,Organic,ORG_Jun_Community,0,0,0,0,Parallettes,Steel Parallettes,1,85.83,85.83,126,45,6,On-time,Yes,Damaged,17.01,39,29.82,0.35,3.80,USA,3.00
O1002828,27/06/2024,C100714,Returning,29/10/2024,EU,TikTok,TT_Jun_Challenge,56,1,1,14.1,Equipment Sets,Advanced Athlete Set,1,186.73,186.73,61,22,4,On-time,No,,14.08,107,65.65,0.35,9.00,Belgium,2.00
O1000361,26/01/2024,C100439,New,16/08/2024,Non-EU,TikTok,TT_Jan_SparkAds,56,1,1,14.1,Parallettes,Steel Parallettes,1,77.86,77.86,274,45,4,On-time,No,,15.57,39,23.29,0.30,3.80,Australia,2.00
O1004420,03/10/2024,C101095,New,25/11/2024,Domestic,Instagram,IG_Oct_Giveaway,83,1,2,21.15,Clothing,Performance T-Shirt,1,43.62,43.62,73,120,1,On-time,No,,5.87,11,26.75,0.61,0.30,Germany,0.50
O1003412,01/08/2024,C100041,Returning,10/05/2024,EU,Instagram,IG_Aug_Reels,167,2,1,42.3,Resistance Bands,Set of 5 Resistance Bands,2,40.38,80.76,148,75,2,On-time,No,,7.57,26,47.19,0.58,0.90,Belgium,1.00
O1003075,12/07/2024,C101001,New,28/11/2024,Domestic,Google,GG_Jul_Brand,50,1,1,25.85,Resistance Bands,Set of 5 Resistance Bands,1,40.51,40.51,181,75,1,On-time,No,,6.62,13,20.89,0.52,0.90,Germany,0.50
O1002371,03/06/2024,C100887,New,14/01/2024,Domestic,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Workout Accessories,Athlete Backpack,1,58.76,58.76,221,67,3,On-time,No,,5.4,19,34.36,0.58,0.90,Germany,1.50
